idAddress,Address,Address2,District,PostalCode,Phone,idCity
68,"1966 Amroha Avenue",,Sichuan,70385,333489324603,139
471,"1322 Mosul Parkway",,Shandong,95400,268053970382,145
394,"753 Ilorin Avenue",,Sichuan,3656,464511145118,157
114,"804 Elista Drive",,Hubei,61069,379804592943,159
318,"1774 Yaound Place",,Hubei,91400,613124286867,166
215,"1333 Haldia Street",,Jilin,82161,408304391718,174
286,"1308 Sumy Loop",,Fujian,30657,583021225407,175
558,"904 Clarksville Drive",,Zhejiang,52234,955349440539,193
169,"154 Tallahassee Loop",,Xinxiang,62250,935508855935,199
142,"1587 Sullana Lane",,"Inner Mongolia",85769,468060467018,207
389,"500 Lincoln Parkway",,Jiangsu,95509,550306965159,210
172,"475 Atinsk Way",,Gansu,59571,201705577290,240
600,"1837 Kaduna Parkway",,"Inner Mongolia",82580,640843562301,241
601,"844 Bucuresti Place",,Liaoning,36603,935952366111,242
440,"722 Bradford Lane",,Shandong,90920,746251338300,249
288,"226 Halifax Street",,Xinxiang,58492,790651020929,277
155,"1560 Jelets Boulevard",,Shandong,77777,189446090264,291
427,"1557 Cape Coral Parkway",,Hubei,46875,368284120423,293
272,"1762 Paarl Parkway",,Hunan,53928,192459639410,298
575,"1052 Pathankot Avenue",,Sichuan,77397,128499386727,299
133,"1854 Tieli Street",,Shandong,15819,509492324775,302
94,"1952 Chatsworth Drive",,Guangdong,25958,991562402283,332
41,"1440 Fukuyama Loop",,Henan,47929,912257250465,362
173,"1294 Firozabad Drive",,Jiangxi,70618,161801569569,407
246,"1246 Boksburg Parkway",,Hebei,28349,890283544295,422
501,"1060 Tandil Lane",,Shandong,72349,211256301880,432
552,"390 Wroclaw Way",,Hainan,5753,357593328658,462
429,"1269 Botosani Manor",,Guangdong,47394,736517327853,468
490,"1909 Dayton Avenue",,Guangdong,88513,702955450528,469
383,"686 Donostia-San Sebastin Lane",,Guangdong,97390,71857599858,471
516,"1574 Goinia Boulevard",,Heilongjiang,39529,59634255214,502
253,"1760 Oshawa Manor",,Tianjin,38140,56257502250,535
307,"1908 Gaziantep Place",,Liaoning,58979,108053751300,536
605,"1325 Fukuyama Street",,Heilongjiang,27107,288241215394,537
447,"105 Dzerzinsk Manor",,"Inner Mongolia",48570,240776414296,540
594,"1464 Kursk Parkway",,Shandong,17381,338758048786,574
245,"1103 Bilbays Parkway",,Hubei,87660,279979529227,578
71,"1586 Guaruj Place",,Hunan,5135,947233365992,579
570,"415 Pune Avenue",,Shandong,44274,203202500108,580
344,"1909 Benguela Lane",,Henan,19913,624138001031,581
277,"85 San Felipe de Puerto Plata Drive",,Shandong,46063,170739645687,584
489,"1297 Alvorada Parkway",,Ningxia,11839,508348602835,587
527,"1993 0 Loop",,Liaoning,41214,25865528181,588
158,"798 Cianjur Avenue",,Shanxi,76990,499408708580,590
329,"867 Benin City Avenue",,Henan,78543,168884817145,591
97,"832 Nakhon Sawan Manor",,"Inner Mongolia",49021,275595571388,592
520,"1778 Gijn Manor",,Hubei,35156,288910576761,594
556,"346 Cam Ranh Avenue",,Zhejiang,39976,978430786151,599
239,"98 Stara Zagora Boulevard",,Valle,76448,610173756082,96
124,"241 Mosul Lane",,Risaralda,76157,765345144779,147
465,"734 Tanshui Avenue",,Caquet,70664,366776723320,170
184,"1410 Benin City Parkway",,Risaralda,29747,104150372603,405
91,"1740 Portoviejo Avenue",,Sucre,29932,198123170793,480
495,"656 Matamoros Drive",,Boyac,19489,17305839123,487
392,"514 Ife Way",,Shaba,69973,900235712074,315
380,"1519 Santiago de los Caballeros Loop",,"East Kasai",22025,409315295763,348
270,"682 Halisahar Place",,"Severn Morava",20536,475553436330,378
442,"1245 Ibirit Way",,"La Romana",40926,331888642162,290
423,"437 Chungho Drive",,"Puerto Plata",59489,491271355190,450
263,"532 Toulon Street",,Santiago,69517,46871694740,460
595,"1074 Sanaa Parkway",,Loja,22474,154124128457,311
267,"816 Cayenne Parkway",,Manab,93629,282874611748,414
499,"1954 Kowloon and New Kowloon Way",,Chimborazo,63667,898559280434,434
565,"1741 Hoshiarpur Boulevard",,al-Sharqiya,22372,855066328617,79
237,"1736 Cavite Place",,Qina,98775,431770603551,216
496,"775 ostka Drive",,al-Daqahliya,22358,171973024401,337
138,"765 Southampton Drive",,al-Qalyubiya,4285,23712411567,421
428,"1727 Matamoros Place",,Sawhaj,78813,129673677866,465
123,"1987 Coacalco de Berriozbal Loop",,al-Qalyubiya,96065,787654415858,476
449,"1289 Belm Boulevard",,Tartumaa,88306,237368926031,530
397,"614 Pak Kret Street",,"Addis Abeba",27796,47808359842,6
322,"1359 Zhoushan Parkway",,Streymoyar,29763,46568045367,545
303,"898 Jining Lane",,Pohjois-Pohjanmaa,40070,161643343536,387
407,"1346 Mysore Drive",,Bretagne,61507,516647474029,92
166,"1740 Le Mans Loop",,"Pays de la Loire",22853,168476538960,297
108,"1386 Yangor Avenue",,Provence-Alpes-Cte,80720,449216226468,543
39,"391 Callao Drive",,Midi-Pyrnes,34021,440512153169,544
69,"698 Otsu Street",,Cayenne,71110,409983924481,105
47,"1447 Imus Way",,Tahiti,48942,539758313890,167
60,"1668 Saint Louis Place",,Tahiti,39072,347487831378,397
590,"247 Jining Parkway",,Banjul,53446,170115379190,54
118,"442 Rae Bareli Place",,Nordrhein-Westfalen,24321,886636413768,148
453,"319 Springs Loop",,Baijeri,99552,72524459905,160
255,"1966 Tonghae Street",,"Anhalt Sachsen",36481,567359279425,198
200,"1074 Binzhou Manor",,Baden-Wrttemberg,36490,331132568928,325
231,"430 Alessandria Loop",,Saarland,47446,669828224459,439
199,"1792 Valle de la Pascua Place",,Nordrhein-Westfalen,15540,419419591240,477
205,"68 Molodetno Manor",,Nordrhein-Westfalen,4662,146640639760,575
7,"692 Joliet Street",,Attika,83579,448477190408,38
602,"1101 Bucuresti Boulevard",,"West Greece",97661,199514580428,401
211,"850 Salala Loop",,Kitaa,10800,403404780639,371
30,"18 Duisburg Boulevard",,,58327,998009777982,121
294,"1912 Allende Manor",,"Kowloon and New Kowl",58124,172262454487,279
598,"42 Fontana Avenue",,Fejr,14684,437829801725,512
372,"230 Urawa Drive",,"Andhra Pradesh",2738,166898395731,8
302,"922 Vila Velha Loop",,Maharashtra,4085,510737228015,9
179,"431 Xiangtan Avenue",,Kerala,4854,230250973122,18
229,"1014 Loja Manor",,"Tamil Nadu",66851,460795526514,22
540,"949 Allende Lane",,"Uttar Pradesh",67521,122981120653,24
212,"624 Oshawa Boulevard",,"West Bengali",89959,49677664184,51
418,"126 Acua Parkway",,"West Bengali",58888,480039662421,71
384,"97 Mogiljov Lane",,Gujarat,89294,924815207181,73
213,"43 Dadu Avenue",,Rajasthan,4855,95666951770,74
535,"635 Brest Manor",,"Andhra Pradesh",40899,80593242951,75
19,"419 Iligan Lane",,"Madhya Pradesh",72878,990911107354,76
206,"642 Nador Drive",,Maharashtra,3924,369050085652,77
473,"1257 Guadalajara Street",,Karnataka,33599,195337700615,78
171,"1540 Wroclaw Drive",,Maharashtra,62686,182363341674,107
514,"1747 Rustenburg Place",,Bihar,51369,442673923363,110
445,"495 Bhimavaram Lane",,Maharashtra,3,82088937724,144
125,"211 Chiayi Drive",,"Uttar Pradesh",58186,665993880048,164
196,"9 San Miguel de Tucumn Manor",,"Uttar Pradesh",90845,956188728558,169
121,"1967 Sincelejo Place",,Gujarat,73644,577812616052,176
375,"1049 Matamoros Parkway",,Karnataka,69640,960505250340,191
190,"435 0 Way",,"West Bengali",74750,760171523969,195
264,"1027 Banjul Place",,"West Bengali",50390,538241037443,197
417,"791 Salinas Street",,Punjab,40509,129953030512,208
140,"788 Atinsk Street",,Karnataka,81691,146497509724,211
64,"81 Hodeida Way",,Rajasthan,55561,250767749542,231
36,"176 Mandaluyong Place",,"Uttar Pradesh",65213,627705991774,239
228,"60 Poos de Caldas Street",,Rajasthan,82338,963063788669,243
35,"33 Gorontalo Way",,"West Bengali",30348,745994947458,257
497,"1013 Tabuk Boulevard",,"West Bengali",96203,158399646978,261
279,"1884 Shikarpur Avenue",,Haryana,85548,959949395183,263
424,"1948 Bayugan Parkway",,Bihar,60622,987306329957,264
276,"1675 Xiangfan Manor",,"Tamil Nadu",11763,271149517630,283
321,"651 Pathankot Loop",,Maharashtra,59811,139378397418,336
32,"1425 Shikarpur Manor",,Bihar,65599,678220867005,346
63,"1213 Ranchi Parkway",,Karnataka,94352,800024380485,350
156,"1963 Moscow Place",,Assam,64863,761379480249,354
273,"1519 Ilorin Place",,Kerala,49298,357445645426,395
305,"41 El Alto Parkway",,Maharashtra,56883,51917807050,398
99,"1697 Tanauan Lane",,Punjab,22870,4764773857,399
301,"951 Stara Zagora Manor",,Punjab,98573,429925609431,400
426,"1661 Abha Drive",,"Tamil Nadu",14400,270456873752,416
139,"943 Johannesburg Avenue",,Maharashtra,5892,90921003005,417
431,"1596 Acua Parkway",,Jharkhand,70425,157133457169,418
82,"936 Salzburg Lane",,"Uttar Pradesh",96709,875756771675,425
560,"1447 Imus Place",,Gujarat,12905,62127829280,426
341,"1920 Weifang Avenue",,"Uttar Pradesh",15643,869507847714,427
363,"604 Bern Place",,Jharkhand,5373,620719383725,429
221,"866 Shivapuri Manor",,"Uttar Pradesh",22474,778502731092,448
361,"45 Aparecida de Goinia Place",,"Madhya Pradesh",7431,650496654258,464
242,"1964 Gijn Manor",,Karnataka,14408,918119601885,473
72,"57 Arlington Manor",,"Madhya Pradesh",48960,990214419142,475
507,"1197 Sokoto Boulevard",,"West Bengali",87687,868602816371,478
292,"1993 Tabuk Lane",,"Tamil Nadu",64221,648482415405,522
174,"1877 Ezhou Lane",,Rajasthan,63337,264541743403,550
451,"1704 Tambaram Manor",,"West Bengali",2834,39463554936,554
235,"954 Kimchon Place",,"West Bengali",42420,541327526474,559
408,"990 Etawah Loop",,"Tamil Nadu",79940,206169448769,564
127,"117 Boa Vista Way",,"Uttar Pradesh",6804,677976133614,566
513,"758 Korolev Parkway",,"Andhra Pradesh",75474,441628280920,568
16,"808 Bhopal Manor",,Haryana,10672,465887807014,582
416,"1445 Carmen Parkway",,"West Java",70809,598912394463,117
243,"47 Syktyvkar Lane",,"West Java",22236,63937119031,118
333,"1860 Taguig Loop",,"West Java",59550,38158430589,119
207,"1688 Nador Lane",,"Sulawesi Utara",61613,652218196731,184
157,"456 Escobar Way",,"Jakarta Raya",36061,719202533520,232
478,"1078 Stara Zagora Drive",,Aceh,69221,932992626595,301
505,"519 Brescia Parkway",,"East Java",69504,793996678771,318
548,"1658 Cuman Loop",,"Sumatera Selatan",51309,784907335610,396
120,"544 Malm Parkway",,"Central Java",63502,386759646229,403
511,"1152 al-Qatif Lane",,"Kalimantan Barat",44816,131370665218,412
377,"154 Oshawa Manor",,"East Java",72771,440365973660,415
530,"1003 Qinhuangdao Street",,"West Java",25972,35533115997,419
455,"1947 Paarl Way",,"Central Java",23636,834061016202,509
463,"935 Aden Boulevard",,"Central Java",64709,335052544020,532
40,"334 Munger (Monghyr) Lane",,Markazi,38145,481183273622,31
14,"1531 Sal Drive",,Esfahan,53628,648856936185,162
382,"220 Hidalgo Drive",,Kermanshah,45298,342720754566,265
373,"1922 Miraj Way",,Esfahan,13203,320471479776,356
464,"76 Kermanshah Manor",,Esfahan,23343,762361821578,423
189,"927 Barcelona Street",,"Chaharmahal va Bakht",65121,951486492670,467
454,"956 Nam Dinh Manor",,Kerman,21872,474047727727,481
284,"600 Bradford Street",,"East Azerbaidzan",96204,117592274996,514
585,"1208 Tama Loop",,Ninawa,73605,954786054144,344
106,"659 Vaduz Drive",,"Ha Darom",49708,709935135487,34
483,"632 Usolje-Sibirskoje Parkway",,"Ha Darom",73085,667648979883,36
320,"1542 Lubumbashi Boulevard",,"Tel Aviv",62472,508800331065,57
165,"97 Shimoga Avenue",,"Tel Aviv",44660,177167004331,533
37,"127 Purnea (Purnia) Manor",,Piemonte,79388,911872220378,17
444,"231 Kaliningrad Place",,Lombardia,57833,575081026569,70
314,"1224 Huejutla de Reyes Boulevard",,Lombardia,70923,806016930576,91
504,"1 Valle de Santiago Avenue",,Apulia,86208,465897838272,93
547,"379 Lublin Parkway",,Toscana,74568,921960450089,309
225,"1926 Gingoog Street",,Sisilia,22824,469738825391,511
531,"1986 Sivas Place",,"Friuli-Venezia Giuli",95775,182059202712,551
580,"923 Tangail Boulevard",,Tokyo-to,33384,315528269898,10
145,"928 Jaffna Loop",,Hiroshima,93762,581852137991,172
269,"446 Kirovo-Tepetsk Lane",,Osaka,19428,303967439816,203
198,"345 Oshawa Boulevard",,Tokyo-to,32114,104491201771,204
304,"1635 Kuwana Boulevard",,Hiroshima,52137,710603868323,205
525,"1949 Sanya Street",,Gumma,61244,132100972047,224
244,"1148 Saarbrcken Parkway",,Fukushima,1921,137773001988,226
58,"1964 Allappuzha (Alleppey) Street",,Yamaguchi,48980,920811325222,227
401,"168 Cianjur Manor",,Saitama,73824,679095087143,228
396,"767 Pyongyang Drive",,Osaka,83536,667736124769,229
167,"1287 Xiangfan Boulevard",,Gifu,57844,819416131190,253
83,"586 Tete Way",,Kanagawa,1079,18581624103,256
553,"1421 Quilmes Lane",,Ishikawa,19151,135407755975,260
406,"454 Patiala Lane",,Fukushima,13496,794553031307,276
38,"61 Tama Street",,Okayama,94065,708403338270,284
537,"958 Sagamihara Lane",,Mie,88408,427274926505,287
360,"619 Hunuco Avenue",,Shimane,81508,142596392389,331
258,"752 Ondo Loop",,Miyazaki,32474,134673576619,338
57,"17 Kabul Boulevard",,Chiba,38594,697760867968,355
494,"591 Sungai Petani Drive",,Okayama,46400,37247325001,376
370,"1565 Tangail Manor",,Okinawa,45750,634445428822,377
409,"1266 Laredo Parkway",,Saitama,7664,1483365694,380
342,"124 al-Manama Way",,Hiroshima,52368,647899404952,382
290,"1336 Benin City Drive",,Shiga,46044,341242939532,386
15,"1542 Tarlac Parkway",,Kanagawa,1027,635297277345,440
5,"1913 Hanoi Way",,Nagasaki,35200,28303384290,463
33,"786 Aurora Avenue",,Yamaguchi,65750,18461860151,474
390,"102 Chapra Drive",,Ibaragi,14073,776031833752,521
434,"1404 Taguig Drive",,Okayama,87212,572068624538,547
508,"496 Celaya Drive",,Nagano,90797,759586584889,552
151,"1337 Lincoln Parkway",,Saitama,99457,597815221267,555
80,"602 Paarl Street",,Pavlodar,98889,896314772871,402
579,"521 San Juan Bautista Tuxtepec Place",,Qaraghandy,95093,844018348565,598
197,"447 Surakarta Loop",,Nyanza,10428,940830176580,271
368,"1658 Jastrzebie-Zdrj Loop",,Central,96584,568367775448,372
238,"346 Skikda Parkway",,Hawalli,90628,630424482919,233
352,"1673 Tangail Drive",,Daugavpils,26857,627924259271,137
27,"1780 Hino Boulevard",,Liepaja,7716,902731229323,303
61,"943 Tokat Street",,Vaduz,45428,889318963672,560
563,"1059 Yuncheng Avenue",,Vilna,47498,107092893983,570
85,"320 Baiyin Parkway",,Mahajanga,37307,223664661973,319
170,"710 San Felipe del Progreso Avenue",,Lilongwe,76901,843801144113,304
175,"316 Uruapan Street",,Perak,58194,275788967899,223
62,"1114 Liepaja Street",,Sarawak,69226,212869228936,282
311,"715 So Bernardo do Campo Lane",,Kedah,84804,181179321332,507
491,"1789 Saint-Denis Parkway",,"Coahuila de Zaragoza",8268,936806643983,4
419,"397 Sunnyvale Avenue",,Guanajuato,55566,680851640676,19
88,"125 Citt del Vaticano Boulevard",,Puebla,67912,48417642933,40
584,"1819 Alessandria Loop",,Campeche,53829,377633994405,103
593,"1402 Zanzibar Boulevard",,Guanajuato,71102,387448063440,106
251,"1473 Changhwa Parkway",,Mxico,75933,266798132374,124
487,"1785 So Bernardo do Campo Street",,Veracruz,71182,684529463244,125
472,"1447 Chatsworth Place",,Chihuahua,41545,769370126331,129
328,"479 San Felipe del Progreso Avenue",,Morelos,54949,869051782691,130
581,"186 Skikda Lane",,Morelos,89422,14465669789,131
456,"814 Simferopol Loop",,Sinaloa,48745,524567129902,154
369,"817 Laredo Avenue",,Jalisco,77449,151249681135,188
154,"781 Shimonoseki Drive",,"Michoacn de Ocampo",95444,632316273199,202
588,"966 Asuncin Way",,Hidalgo,62703,995527378381,212
112,"1002 Ahmadnagar Manor",,Mxico,93026,371490777743,213
587,"760 Miyakonojo Drive",,Guerrero,64682,294449058179,246
374,"433 Florencia Street",,Chihuahua,91330,561729882725,250
493,"184 Mandaluyong Street",,"Baja California Sur",94239,488425406814,288
181,"146 Johannesburg Way",,Tamaulipas,54132,953689007081,330
348,"785 Vaduz Street",,"Baja California",36170,895616862749,335
576,"1351 Sousse Lane",,"Coahuila de Zaragoza",37815,203804046132,341
119,"1107 Nakhon Sawan Avenue",,Mxico,75149,867546627903,365
358,"1698 Southport Loop",,Hidalgo,49009,754358349853,393
278,"144 South Hill Loop",,Guanajuato,2012,45387294817,445
324,"1145 Vilnius Manor",,Mxico,73170,674805712553,451
430,"355 Vitria de Santo Anto Way",,Oaxaca,81758,548003849552,452
137,"261 Saint Louis Way",,"Coahuila de Zaragoza",83401,321944036800,541
459,"251 Florencia Drive",,"Michoacn de Ocampo",16119,118011831565,556
293,"86 Higashiosaka Lane",,Guanajuato,33768,957128697225,563
470,"1088 Ibirit Place",,Jalisco,88502,49084281333,595
42,"269 Cam Ranh Parkway",,Chisinau,34689,489783829737,115
549,"454 Qinhuangdao Drive",,Tadla-Azilal,25866,786270036240,68
44,"671 Graz Street",,Oriental,94399,680768868518,353
26,"28 Charlotte Amalie Street",,Rabat-Sal-Zammour-Z,37551,161968374323,443
262,"771 Yaound Manor",,Sofala,86768,245477603573,64
438,"596 Huixquilucan Place",,Nampula,65892,342709348083,351
101,"1599 Plock Drive",,Tete,71986,817248913162,534
261,"51 Laredo Avenue",,Sagaing,68146,884536620568,342
8,"1566 Inegl Manor",,Mandalay,53561,705814003527,349
519,"962 Tama Loop",,,65952,282667506728,583
326,"470 Boksburg Street",,Central,97960,908029859266,81
420,"992 Klerksdorp Loop",,Utrecht,33711,855290087237,23
141,"1749 Daxian Place",,Gelderland,11044,963369996279,29
346,"1217 Konotop Avenue",,Gelderland,504,718917251754,151
479,"1854 Okara Boulevard",,Drenthe,42123,131912793873,158
188,"741 Ambattur Manor",,Noord-Brabant,43310,302590383819,438
12,"478 Joliet Way",,Hamilton,77948,657282285970,200
289,"1279 Udine Parkway",,"Edo & Delta",75860,195003555232,69
414,"1936 Lapu-Lapu Parkway",,"Bauchi & Gombe",7122,653436985797,141
291,"1155 Liaocheng Place",,"Oyo & Osun",22650,558236142492,152
84,"1888 Kabul Drive",,"Oyo & Osun",20936,701457319790,217
202,"955 Bamenda Way",,"Ondo & Ekiti",1545,768481779568,218
107,"1177 Jelets Way",,"Kwara & Kogi",3305,484292626944,220
22,"320 Brest Avenue",,Kaduna,43331,747791594069,252
282,"556 Baybay Manor",,"Oyo & Osun",55802,363982224739,374
160,"1367 Yantai Manor",,"Ondo & Ekiti",21294,889538496300,381
285,"1006 Santa Brbara dOeste Manor",,"Ondo & Ekiti",36229,85059738746,389
254,"786 Stara Zagora Way",,"Oyo & Osun",98332,716256596301,390
568,"1342 Sharja Way",,"Sokoto & Kebbi & Zam",93655,946114054231,488
236,"885 Yingkou Manor",,Kaduna,31390,588964509072,596
161,"1386 Nakhon Sawan Boulevard",,Pyongyang-si,53502,368899174225,420
13,"613 Korolev Drive",,Masqat,45844,380657522649,329
503,"1416 San Juan Bautista Tuxtepec Avenue",,Zufar,50592,144206758053,444
421,"966 Arecibo Loop",,Sind,94018,15273765306,134
227,"1820 Maring Parkway",,Punjab,88307,99760893676,324
24,"1688 Okara Way",,"Nothwest Border Prov",21954,144453869132,327
404,"734 Bchar Place",,Punjab,30586,280578750435,375
29,"934 San Felipe de Puerto Plata Street",,Sind,99780,196495945706,472
230,"201 Effon-Alaiye Way",,Asuncin,64344,684192903087,37
209,"1679 Antofagasta Street",,"Alto Paran",86599,905903574913,122
350,"1628 Nagareyama Lane",,Central,60079,20064292617,453
309,"827 Yuncheng Drive",,Callao,79047,504434452842,99
571,"1746 Faaa Way",,Huanuco,32515,863080561151,214
126,"1175 Tanauan Way",,Lima,64615,937222955822,305
603,"1103 Quilmes Boulevard",,Piura,52137,644021380889,503
75,"492 Cam Ranh Street",,"Eastern Visayas",50805,565018274456,61
192,"1166 Changhwa Street",,Caraga,58852,650752094490,62
98,"152 Kitwe Parkway",,Caraga,53182,835433605312,82
376,"1061 Ede Avenue",,"Southern Tagalog",57810,333390595558,98
393,"717 Changzhou Lane",,"Southern Tagalog",21615,426255288071,104
31,"217 Botshabelo Place",,"Southern Mindanao",49521,665356572025,138
466,"118 Jaffna Loop",,"Northern Mindanao",10447,325526730021,182
260,"127 Iwakuni Boulevard",,"Central Luzon",20777,987442542471,192
586,"951 Springs Lane",,"Central Mindanao",96115,165164761435,219
354,"953 Hodeida Street",,"Southern Tagalog",18841,53912826864,221
248,"582 Papeete Loop",,"Central Visayas",27722,569868543137,294
268,"1831 Nam Dinh Loop",,"National Capital Reg",51990,322888976727,323
439,"1351 Aparecida de Goinia Parkway",,"Northern Mindanao",41775,959834530529,391
528,"1176 Southend-on-Sea Manor",,"Southern Tagalog",81651,236679267178,458
76,"89 Allappuzha (Alleppey) Manor",,"National Capital Reg",75444,255800440636,517
510,"48 Maracabo Place",,"Central Luzon",1570,82671830126,519
378,"1191 Tandil Drive",,"Southern Tagalog",6362,45554316010,523
240,"1479 Rustenburg Boulevard",,"Southern Tagalog",18727,727785483194,527
554,"947 Trshavn Place",,"Central Luzon",841,50898428626,528
266,"862 Xintai Lane",,"Cagayan Valley",30065,265153400632,548
323,"1769 Iwaki Lane",,Kujawsko-Pomorskie,25787,556100547674,97
578,"1405 Hagonoy Avenue",,Slaskie,86587,867287719310,133
132,"1050 Garden Grove Avenue",,Slaskie,4999,973047364353,236
275,"906 Goinia Way",,Wielkopolskie,83565,701767622697,255
506,"414 Mandaluyong Street",,Lubelskie,16370,52709222667,314
